,Name,Date,Date (DSW),Date (PWP),Date (KEH),Status,Location,Lat,Lon,Style,Building Type,Client,Client Type, Notes,Sources,Generated Lat,Generated Lon
367,Fred Olsen Residence,1930.0,,None,1905-04-13 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,,Residential/Single Family,Fred Olsen,Private/Individual,,,34.108133949999996,-118.29017961170848
368,Rene Faron Residence,1935.0,1935,None,1905-04-18 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,American Colonial Revival,Residential/Single Family,Rene Faron,Private/Individual,(Silver Lake) - PWP,,34.108133949999996,-118.29017961170848
369,Manuel Glickman Residence,1946.0,,1905-04-29 00:00:00,1905-04-29 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,Colonial style,Residential/Single Family,Manual Glickman,Private/Individual,"small, six-room",,34.108133949999996,-118.29017961170848
370,L. E. Blackburn Residence (alterations/additions),1962.0,,None,1905-05-15 00:00:00,,"Los Feliz, Los Angeles, CA",34.1063307,-118.2848199,,Residential/Single Family,L. E. Blackburn  ,Private/Individual,,,34.108133949999996,-118.29017961170848
371,Tharpe Residence,1946.0,,1905-04-29 00:00:00,None,,"Lovelock, Nevada, USA",40.1793537,-118.4734808,Ranch,Residential/Single Family,Mr. and Mrs. William Tharpe,Private/Individual,,,40.1847417,-118.4737708
372,Lovelock Inn,1948.0,,1905-05-01 00:00:00,None,,"Lovelock, Nevada, USA",40.1793537,-118.4734808,Western Ranch,Hotels/Hospitality,Mr. and Mrs. William Tharpe,Private/Corporate,,,40.1847417,-118.4737708
373,A. P. Cates Residence,1930.0,,None,1905-04-13 00:00:00,,"Los Feliz, Los Angeles, CA",33.9415889,-118.40853,,Residential/Single Family,A. P. Cates,Private/Individual,,,34.108133949999996,-118.29017961170848
374,John Rush McCoy Residence,1932.0,,None,1905-04-15 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Residential/Single Family,John Rush McCoy,Private/Individual,1941: Alterations/additions,,34.035591,-118.689423
375,H. Raymond Residence,1945.0,,None,1905-04-28 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Residential/Single Family,H. Raymond,Private/Individual,,,34.035591,-118.689423
376,Alvin Kingsbacker Residence,1947.0,,None,1905-04-30 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Residential/Single Family,Alvin Kingsbacker,Private/Individual,,,34.035591,-118.689423
377,Fred Roberts Residence,1952.0,,1905-05-05 00:00:00,1905-05-04 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,Modern Ranch,Residential/Single Family,Fred Roberts,Private/Individual,,,34.035591,-118.689423
378,Animal Hospital,1957.0,,None,1905-05-10 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Medical,,Private/Corporate,,,34.035591,-118.689423
379,Malibu Post Office,1957.0,,None,1905-05-10 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Government,,Public,,,34.035591,-118.689423
380,Mayfair Market,1957.0,,None,1905-05-10 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Retail/Shopping,,Private/Corporate,,,34.035591,-118.689423
381,Roy E. Crummer Residence,1957.0,,None,1905-05-10 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Residential/Single Family,Roy E. Crummer,Private/Individual,,,34.035591,-118.689423
382,Hulsey Lokey Residence,1960.0,,None,1905-05-13 00:00:00,,"Malibu, CA, USA",34.0259216,-118.7797571,,Residential/Single Family,Hulsey Lokey ,Private/Individual,,,34.035591,-118.689423
383,William Happ Residence,1934.0,,None,1905-04-17 00:00:00,,"Mandeville Canyon, CA, USA",34.0608419,-118.4950811,,Residential/Single Family,William Happ,Private/Individual,,,34.0610395,-118.4949801
384,Benjamin Hyman Residence,1935.0,,None,1905-04-18 00:00:00,,"Mandeville Canyon, CA, USA",34.0608419,-118.4950811,,Residential/Single Family,Benjamin Hyman,Private/Individual,1941: Alterations/additions,,34.0610395,-118.4949801
385,John Charles Thomas Residence (2),1942.0,,early 1940s,None,,"Mandeville Canyon, CA, USA",34.0608419,-118.4950811,,Residential/Single Family,John Charles Thomas,Private/Individual,,,34.0610395,-118.4949801
386,Elkin Echavarria Residence,1944.0,,None,1905-04-27 00:00:00,,"Medellin, Colombia",6.2530408,-75.5645737,,Residential/Single Family,Elkin Echavarria,Private/Individual,,,6.2443382,-75.573553
387,H. L. Holmes Residence,1933.0,,None,1905-04-16 00:00:00,,"Medford, Oregon, USA",42.3265152,-122.8755949,,Residential/Single Family,H. L. Holmes,Private/Individual,,,42.3264181,-122.8718605
388,E. A. Littrell Residence,1948.0,,None,1905-05-01 00:00:00,,"Medford, Oregon, USA",42.3265152,-122.8755949,,Residential/Single Family,E. A. Littrell,Private/Individual,,,42.3264181,-122.8718605
389,Glen Jackson Residence,1953.0,,None,1905-05-06 00:00:00,,"Medford, Oregon, USA",42.3265152,-122.8755949,,Residential/Single Family,,Private/Individual,,,42.3264181,-122.8718605
390,Harry Wright Residence,1948.0,,None,1905-05-01 00:00:00,,"Mexico City, Mexico",19.4326077,-99.133208,,Residential/Single Family,Harry Wright,Private/Individual,,,19.4326296,-99.1331785
391,Monrovia Master Plan/Visioning Proposal,1924.0,,1905-04-07 00:00:00,None,,"Monrovia, CA, USA",34.1442616,-118.0019482,Mission,Government,Monrovia City Manager and Board of Trustees,Public,Designed with Milton W. Nigg,,34.1483499,-118.0014517
392,Monrovia Hall of Justice,1963.0,,1963,None,,"Monrovia, CA, USA",34.1442616,-118.0019482,,Government,Monrovia City Manager and Board of Trustees,Public,,,34.1483499,-118.0014517
393,Monrovia Fire Department,1963.0,,1963,None,,"Monrovia, CA, USA",34.1442616,-118.0019482,,Government,Monrovia City Manager and Board of Trustees,Public,,,34.1483499,-118.0014517
394,Fisk University Master Plan,1960.0,,1905-05-13 00:00:00,None,,"Nashville, TN, USA",36.1626638,-86.7816016,,Educational,Fisk University,Private/Corporate,,,36.1622767,-86.7742984
395,Meharry Medical College Master Plan,1962.0,,None,1905-05-15 00:00:00,,"Nashville, TN, USA",36.1626638,-86.7816016,,Educational,,Private/Corporate,,,36.1622767,-86.7742984
396,Public School #154,1965.0,,None,1960s,,"New York, New York, USA",40.7127837,-74.0059413,,Educational,,Public,,,40.7127281,-74.0060152
397,Charles Weinberg Residence (2),1950.0,,None,1905-05-03 00:00:00,,"Newport Beach, CA, USA",33.6189101,-117.9289469,,Residential/Single Family,Charles Weinberg,Private/Individual,,,33.6170092,-117.9294401
398,Roy Carver Residence,1960.0,,None,1905-05-13 00:00:00,,"Newport Beach, CA, USA",33.6189101,-117.9289469,,Residential/Single Family,Roy Carver ,Private/Individual,,,33.6170092,-117.9294401
399,Myron Meyer Residence,1939.0,,None,1905-04-22 00:00:00,,"North Hollywood, CA, USA",34.187044,-118.3812562,,Residential/Single Family,Myron Meyer,Private/Individual,,,34.1729044,-118.3740371
400,Russell Wagener Residence,1950.0,,None,1905-05-03 00:00:00,,"North Hollywood, CA, USA",34.187044,-118.3812562,,Residential/Single Family,Russell Wagener,Private/Individual,,,34.1729044,-118.3740371
401,J. R. McCoy Residence,1936.0,,None,1905-04-19 00:00:00,,"Northridge, CA, USA",34.2381251,-118.530123,,Residential/Single Family,J. R. McCoy,Private/Individual,,,34.2345615,-118.5369316
402,Joe Newman Residence,1941.0,,None,1905-04-24 00:00:00,,"Northridge, CA, USA",34.2381251,-118.530123,,Residential/Single Family,Joe Newman,Private/Individual,,,34.2345615,-118.5369316
403,Le Grand Coleman Residence,1947.0,,None,1905-04-30 00:00:00,,"Oakland, CA, USA",37.8043637,-122.2711137,,Residential/Single Family,Le Grand Coleman,Private/Individual,,,37.8044557,-122.2713563
404,Riley Residence,1927.0,,None,1905-04-10 00:00:00,,"Ojai, CA, USA",34.4480495,-119.242889,,Residential/Single Family,Riley Family,Private/Individual,,,34.4480495,-119.242889
405,Irving Augur Residence & Stables,1929.0,,None,1905-04-12 00:00:00,,"Ojai, CA, USA",34.4480495,-119.242889,,Residential/Single Family,Irving Augur,Private/Individual,,,34.4480495,-119.242889
406,William Ford Residence,1929.0,,1905-04-11 00:00:00,1905-04-12 00:00:00,,"Ojai, CA, USA",34.4480495,-119.242889,Spanish Colonial Revival,Residential/Single Family,William Ford,Private/Individual,"14,000 sq ft (PWP), 16-room, first residence in Ojai's Country Club Estates",,34.4480495,-119.242889
407,James S. Riley Residence,1936.0,,None,1905-04-19 00:00:00,,"Ojai, CA, USA",34.4480495,-119.242889,,Residential/Single Family,James S. Riley,Private/Individual,,,34.4480495,-119.242889
408,W. L. Haywood Residence,1948.0,,None,1905-05-01 00:00:00,,"Oklahoma City, Oklahoma, USA",35.4675602,-97.5164276,,Residential/Single Family,W. L. Haywood,Private/Individual,,,35.4729886,-97.5170536
409,Alfred E. Thomas Residence,1957.0,,None,1905-05-10 00:00:00,,"Ontario, Canada",51.253775,-85.3232139,,Residential/Single Family,Alfried E. Thomas,Private/Individual,,,50.000678,-86.000977
410,Robert Norman Williams Residence,1948.0,,1905-05-01 00:00:00,None,,"Ontario, Canada ",51.253775,-85.3232139,Mid-Century Modern,Residential/Single Family,Dr. Robert Norman Williams,Private/Individual,,,50.000678,-86.000977
411,A. Leonard Residence,1928.0,,None,1905-04-11 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,A. Leonard,Private/Individual,,,34.0480643,-118.5264706
412,Erwin Muma Residence,1928.0,,None,1905-04-11 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Erwin Muma,Private/Individual,,,34.0480643,-118.5264706
413,George Goldsmith Residence,1928.0,,None,1905-04-11 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,George Goldsmith,Private/Individual,,,34.0480643,-118.5264706
414,Mike Gore Residence,1928.0,,None,1905-04-11 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Mike Gore,Private/Individual,,,34.0480643,-118.5264706
415,Fred A. Price Residence,1930.0,,None,1905-04-13 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,Mediterranean Revival,Residential/Single Family,Fred A. Price,Private/Individual,"Designed during prohibition, concealed bar",,34.0480643,-118.5264706
416,Jospeh Satori Residence,1930.0,,None,1905-04-13 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Joseph Satori,Private/Individual,,,34.0480643,-118.5264706
417,Theobolt Residence,1930.0,,None,1905-04-13 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Theobolt Family,Private/Individual,,,34.0480643,-118.5264706
418,Virginia Bruce Residence,1931.0,,1905-04-14 00:00:00,1905-04-14 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Virginia Bruce,Private/Individual,,,34.0480643,-118.5264706
419,Benjamin Zucker Residence,1936.0,,None,1905-04-19 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Benjamin Zucker,Private/Individual,,,34.0480643,-118.5264706
420,Samson Raphaelson Residence,1936.0,,None,1905-04-19 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,Samson Raphaelson,Private/Individual,,,34.0480643,-118.5264706
421,H. E. Bishop Residence,1941.0,,None,1905-04-24 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,,Residential/Single Family,H. E. Bishop,Private/Individual,,,34.0480643,-118.5264706
422,Patrick Nerney Residence,1948.0,,1905-05-01 00:00:00,1905-05-03 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,Modern Ranch,Residential/Single Family,Patrick Nerney,Private/Individual,,,34.0480643,-118.5264706
423,Tevis Morrow Residence,1948.0,,1905-05-01 00:00:00,1905-04-30 00:00:00,,"Pacific Palisades, CA, USA",34.0356331,-118.5155901,Modern Colonial,Residential/Single Family,Tevis Morrow,Private/Individual,,,34.0480643,-118.5264706
424,Samoan Hotel,1957.0,,None,1905-05-10 00:00:00,,"Pago Pago, American Samoa",-14.2756319,-170.7020359,,Hotels/Hospitality,,Private/Corporate,,,-14.2754786,-170.7048298
425,W. P. Anderson Residence (1),1926.0,,None,1905-04-09 00:00:00,,"Palm Springs, CA, USA",33.8302961,-116.5452921,,Residential/Single Family,W. P. Anderson,Private/Individual,,,33.772179449999996,-116.49529769785079
426,W. P. Anderson Residence (2),1927.0,,None,1905-04-10 00:00:00,,"Palm Springs, CA, USA",33.8302961,-116.5452921,,Residential/Single Family,W. P. Anderson,Private/Individual,,,33.772179449999996,-116.49529769785079
427,Casa almeras Apartmente Hotel,1930.0,,1905-04-13 00:00:00,None,,"Palm Springs, CA, USA",33.8302961,-116.5452921,Spanish Colonial Revival,Residential/Multi-Unit,,Private/Corporate,,,33.772179449999996,-116.49529769785079
428,Town & Country Center Restaurant,1948.0,,1905-05-01 00:00:00,None,,"Palm Springs, CA, USA",33.8302961,-116.5452921,California Modernism,Food Service/Restaurant,,Private/Corporate,Joint project with A. Quincy Jones,,33.772179449999996,-116.49529769785079
429,Kries Drug Store/Oasis Room,1950.0,,None,1950s,,"Palm Springs, CA, USA",33.8302961,-116.5452921,,Retail/Shopping,,Private/Corporate,,,33.772179449999996,-116.49529769785079
430,Desi Arnaz & Lucille Ball Residence,1954.0,,1905-05-07 00:00:00,1905-05-07 00:00:00,,"Palm Springs, CA, USA",33.8302961,-116.5452921,Informal Ranch,Residential/Single Family,Desi Arnaz & Lucille Ball,Private/Individual,"4,400 sq. ft.",,33.772179449999996,-116.49529769785079
431,H. C. Legg Residence,1954.0,,None,1905-05-07 00:00:00,,"Palm Springs, CA, USA",33.8302961,-116.5452921,,Residential/Single Family,H. C. Legg,Private/Individual,,,33.772179449999996,-116.49529769785079
432,H. P. Skoglund Residence,1958.0,,None,1905-05-11 00:00:00,,"Palm Springs, CA, USA",33.8302961,-116.5452921,,Residential/Single Family,H. P. Skoglund,Private/Individual,,,33.772179449999996,-116.49529769785079
433,Horton Kahn Residence,1938.0,,None,1905-04-21 00:00:00,,"Palos Verdes, CA, USA",33.7444613,-118.3870173,,Residential/Single Family,Horton Kahn,Private/Individual,,,33.7483311,-118.3707683
434,William E. Shawger Residence,1949.0,,None,1905-05-02 00:00:00,,"Palos Verdes, CA, USA",33.7444613,-118.3870173,,Residential/Single Family,William E. Shawger,Private/Individual,,,33.7483311,-118.3707683
435,SeaView Track Development,1960.0,,1960s,None,,"Palos Verdes, CA, USA",33.7444613,-118.3870173,,Residential/Multi-Unit,,Private/Corporate,"190-unit, based on eight floor plans with flexible exterior stylings",,33.7483311,-118.3707683
436,Langhorne Sykes Residence,1969.0,,None,1905-05-22 00:00:00,,"Palos Verdes, CA, USA",33.7444613,-118.3870173,,Residential/Single Family,Langhorne Sykes,Private/Individual,,,33.7483311,-118.3707683
437,First African Vernon Ave. & Methodist Episcopal Kensington Pl. Church,1925.0,1925,None,None,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Religious,,Private/Religious,,,34.1476452,-118.1444779
438,Irving Augur Residence,1925.0,,None,1920s,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Residential/Single Family,Irving Augur,Private/Individual,,,34.1476452,-118.1444779
439,Otis Dolan Residence,1925.0,,None,1905-04-08 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Residential/Single Family,Otis Dolan,Private/Individual,,,34.1476452,-118.1444779
440,L. L. Stewart Residence,1947.0,,None,1905-04-30 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Residential/Single Family,L. L. Stewart,Private/Individual,,,34.1476452,-118.1444779
441,Robert New Residence,1951.0,,None,1905-05-04 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,American Farmhouse,Residential/Single Family,Robert New,Private/Individual,,,34.1476452,-118.1444779
442,Pearl Wood Residence,1952.0,,None,1905-05-05 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Residential/Single Family,Pearl Wood,Private/Individual,,,34.1476452,-118.1444779
443,Donald Squire Residence,1958.0,,None,1905-05-11 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Residential/Single Family,Donald Squire,Private/Individual,,,34.1476452,-118.1444779
444,Fedco Department Store,1964.0,,None,1905-05-17 00:00:00,,"Pasadena, CA, USA",34.1477849,-118.1445155,,Retail/Shopping,,Private/Corporate,,,34.1476452,-118.1444779
445,Charles Korrick Residence,1928.0,,None,1905-04-11 00:00:00,,"Phoenix, Arizona, USA",33.4483771,-112.0740373,,Residential/Single Family,Charles Korrick,Private/Individual,,,33.4484367,-112.0741417
446,J. C. Garrett Residence,1950.0,,None,1905-05-03 00:00:00,,"Phoenix, Arizona, USA",33.4483771,-112.0740373,,Residential/Single Family,J. C. Garrett,Private/Individual,,,33.4484367,-112.0741417
447,Desert Holiday Hotel,1958.0,,None,1905-05-11 00:00:00,,"Phoenix, Arizona, USA",33.4483771,-112.0740373,,Hotels/Hospitality,,Private/Individual,,,33.4484367,-112.0741417
448,Everett Crosby Residence (2),1941.0,,None,1905-04-24 00:00:00,,"Poughkeepsie, New York,  USA",41.7003713,-73.9209701,,Residential/Single Family,Everett Crosby,Private/Individual,,,41.7065539,-73.9283672
449,L. R. Garvey Residence,1933.0,,None,1905-04-16 00:00:00,,"Reno, Nevada, USA",39.5296329,-119.8138027,,Residential/Single Family,L. R. Garvey,Private/Individual,,,39.5261206,-119.8126581
450,Luella Garvey Residence,1934.0,,1905-04-17 00:00:00,None,,"Reno, Nevada, USA",39.5296329,-119.8138027,"Classical Revival, French Regency touches",Residential/Single Family,Luella Garvey,Private/Individual,first PW project in Reno,,39.5261206,-119.8126581
451,Norman B. Herman Residence (Rancho San Rafael?),1935.0,,1905-04-18 00:00:00,1905-04-19 00:00:00,,"Reno, Nevada, USA",39.5296329,-119.8138027,Classical Revival,Residential/Single Family,Norman B. Herman,Private/Individual," ""D. Rafael Herman?""",,39.5261206,-119.8126581
452,El Reno Housing Project,1939.0,1939,1905-04-21 00:00:00,1905-04-22 00:00:00,,"Reno, Nevada, USA",39.5296329,-119.8138027,Steel panel,Residential/Multi-Unit,Roland Giroux,Private/Corporate,"15 houses, Lea Steel Homes",,39.5261206,-119.8126581
453,Loomis Manor Apartments,1939.0,,1905-04-22 00:00:00,None,,"Reno, Nevada, USA",39.5296329,-119.8138027,Art Moderne,Residential/Multi-Unit,Anna Loomis,Private/Corporate,,,39.5261206,-119.8126581
454,Rickmond Residence,1947.0,,1905-04-30 00:00:00,None,,"Richmond, CA, USA",37.9357576,-122.3477486,Modern Mediterranean,Residential/Single Family,Arthur Rickmond,Private/Individual,,,37.9357576,-122.347748
455,A. E. Hanson Housing Development,1938.0,,None,1905-04-21 00:00:00,,"Rolling Hills, CA, USA",33.7569615,-118.3539613,,Residential/Multi-Unit,A. E. Hanson,Private/Corporate,14 houses,,33.7668041,-118.3496623
456,Kenneth Sampson Residence,1950.0,,None,1905-05-03 00:00:00,,"Rolling Hills, CA, USA",33.7569615,-118.3539613,,Residential/Single Family,Kenneth Sampson,Private/Individual,,,33.7668041,-118.3496623
457,Robert Volk Residence,1964.0,,None,1905-05-17 00:00:00,,"Rolling Hills, CA, USA",33.7569615,-118.3539613,,Residential/Single Family,,Private/Individual,,,33.7668041,-118.3496623
458,W. B. Mansfield Apartment Building,1958.0,,None,1905-05-11 00:00:00,,"Sacramento, CA, USA",38.5815719,-121.4943996,,Residential/Multi-Unit,,Private/Corporate,,,38.5810606,-121.493895
459,Bob Watt Bowling Alley,1959.0,,None,1905-05-12 00:00:00,,"Sacramento, CA, USA",38.5815719,-121.4943996,,Recreational,,Private/Corporate,,,38.5810606,-121.493895
460,Central Equipment Building,1959.0,,None,1905-05-12 00:00:00,,"Sacramento, CA, USA",38.5815719,-121.4943996,,Commercial,,Private/Corporate,,,38.5810606,-121.493895
461,Pacific Mutual Insurance,1959.0,,None,1905-05-12 00:00:00,,"Sacramento, CA, USA",38.5815719,-121.4943996,,Commercial,,Private/Corporate,,,38.5810606,-121.493895
462,U.S. Navy Foundation Exploration Destroyer Base (Assoc. Architect),1947.0,1947,None,None,,"San Diego, CA, USA",32.715738,-117.1610838,,Government,,Public/Military,,,32.7174202,-117.1627728
463,Earle Daniels Residence ,1939.0,,None,1905-04-22 00:00:00,,"San Fernando, CA, USA",34.2819461,-118.4389719,,Residential/Single Family,Earle Daniels,Private/Individual,1946: Alterations/additions,,34.28497,-118.437652
464,Utter McKinley Mortuary,1959.0,,None,1905-05-12 00:00:00,,"San Fernando, CA, USA",34.2819461,-118.4389719,,Commercial,,Private/Corporate,,,34.28497,-118.437652
465,Victor Dillon Residence,1938.0,,None,1905-04-21 00:00:00,,"San Fransisco, CA, USA",37.7749295,-122.4194155,,Residential/Single Family,Victor Dillon,Private/Individual,,,35.1792266,-111.6559573
466,Golden Pheasant Restaurant,1954.0,,None,1905-05-07 00:00:00,,"San Fransisco, CA, USA",37.7749295,-122.4194155,,Food Service/Restaurant,,Private/Corporate,,,35.1792266,-111.6559573
467,Allison Pontiac,1965.0,,None,1960s,,"San Jose, CA, USA",37.3382082,-121.8863286,Futuristic,Retail/Shopping,,Private/Corporate,,,37.3361905,-121.890583
468,John Forster Residence,1926.0,,None,1905-04-09 00:00:00,,"San Juan Capistrano, CA, USA",33.5016932,-117.6625509,,Residential/Single Family,John Forster,Private/Individual,,,33.5016932,-117.6625509
469,Kitty Jean Fox Residence,1929.0,,None,1905-04-12 00:00:00,,"San Marino, CA, USA",34.121397,-118.1064585,,Residential/Single Family,Kitty Jean Fox,Private/Individual,,,34.1215947,-118.1057394
470,Martha Brown Residence,1929.0,,None,1905-04-12 00:00:00,,"San Marino, CA, USA",34.121397,-118.1064585,,Residential/Single Family,Martha Brown,Private/Individual,,,34.1215947,-118.1057394
471,William Austin Residence,1937.0,,None,1905-04-20 00:00:00,,"San Marino, CA, USA",34.121397,-118.1064585,,Residential/Single Family,William Austin,Private/Individual,,,34.1215947,-118.1057394
472,Leslie Lumley Residence,1941.0,,None,1905-04-24 00:00:00,,"San Marino, CA, USA",34.121397,-118.1064585,,Residential/Single Family,Leslie Lumley,Private/Individual,,,34.1215947,-118.1057394
473,Paul T. Wolf Residence,1929.0,,None,1905-04-12 00:00:00,,"San Mateo, CA, USA",37.5629917,-122.3255254,,Residential/Single Family,Paul T. Wolf,Private/Individual,,,37.496904,-122.3330573
474,Bank of America,1957.0,,None,1905-05-10 00:00:00,,"San Pedro, CA, CA, USA",33.7360619,-118.2922461,,Banks/Financial,,Private/Corporate,,,33.7358518,-118.2922934
475,Naval Air Station Extension,1945.0,,None,1940s,,"San Pedro, CA, USA",33.7360619,-118.2922461,,Government,,Public/Military,,,33.7358518,-118.2922934
476,Bank of America (4),1965.0,,None,1960s,,"Santa Ana, CA, USA",33.7455731,-117.8678338,,Banks/Financial,,Private/Corporate,,,33.7494951,-117.8732213
477,U.S. Post Office,1965.0,?,?,1960s,,"Santa Ana, CA, USA",33.7455731,-117.8678338,Modern,Government,unknown,Public,Joint venture,,33.7494951,-117.8732213
478,Will Hays Residence,1934.0,1934,None,1905-04-17 00:00:00,,"Santa Barbara, CA, USA",34.4208305,-119.6981901,,Residential/Single Family,Will Hays,Private/Individual,,,34.4221319,-119.7026673
479,Gretchen Frye Residence,1939.0,,None,1905-04-22 00:00:00,,"Santa Barbara, CA, USA",34.4208305,-119.6981901,,Residential/Single Family,Gretchen Frye,Private/Individual,,,34.4221319,-119.7026673
480,Moshe Menuhin Residence,1935.0,1935,None,1905-04-18 00:00:00,,"Santa Clara, CA, USA",37.3541079,-121.9552356,,Residential/Single Family,Moshe Menuhin,Private/Individual,,,37.2333253,-121.6846349
481,Fred Baruch Residence,1927.0,,None,1905-04-10 00:00:00,,"Santa Monica, CA, USA",34.0194543,-118.4911912,,Residential/Single Family,Fred Baruch,Private/Individual,,,34.0194704,-118.4912273
482,Drive-In Market,1928.0,,None,1905-04-11 00:00:00,,"Santa Monica, CA, USA",34.0194543,-118.4911912,,Retail/Shopping,,Private/Corporate,,,34.0194704,-118.4912273
483,Louis Browne Residence & Studio,1929.0,,None,1905-04-12 00:00:00,,"Santa Monica, CA, USA",34.0194543,-118.4911912,,Residential/Single Family,Louis Browne,Private/Individual,,,34.0194704,-118.4912273
484,Charles Hess Residence,1939.0,,1905-04-22 00:00:00,1905-04-22 00:00:00,,"Santa Monica, CA, USA",34.0194543,-118.4911912,Georgian-Revival,Residential/Single Family,Charles Hess,Private/Individual,,,34.0194704,-118.4912273
485,Mrs. William S. Warfield Residence,1939.0,,1905-04-22 00:00:00,None,,"Santa Monica, CA, USA",34.0194543,-118.4911912,Tudor,Residential/Single Family,Ella May Warfield ,Private/Individual,,,34.0194704,-118.4912273
486,Kinneloa Ranch,1931.0,,None,1920s,,"Sierra Madre, CA, USA",34.1616729,-118.0528456,Mediterranean Revival,Residential/Single Family,"Lloyd E. and Mildred Lockhart, Arthur Lockhart",Private/Individual,Completed in 1931 (http://www.nkrpoa.com/ewExternalFiles/History%20of%20Kinneloa%20Ranch.pdf - Client),,34.1616729,-118.0528456
487,William H. Collins Residence,1932.0,,None,1905-04-15 00:00:00,,"Sierra Madre, CA, USA",34.1616729,-118.0528456,,Residential/Single Family,William H. Collins,Private/Individual,,,34.1616729,-118.0528456
488,Charles Snyder Residence,1948.0,,None,1905-05-01 00:00:00,,"Sierra Madre, CA, USA",34.1616729,-118.0528456,,Residential/Single Family,Charles Snyder,Private/Individual,,,34.1616729,-118.0528456
489,E. L. Cord Ranch,1941.0,,None,1905-04-23 00:00:00,,"Silver Peak, Nevada, USA",37.7549309,-117.6348148,,Residential/Single Family,E. L. Cord,Private/Individual,,,37.7552783,-117.6341772
490,Will Rogers Park Community House,1948.0,1948,None,None,,"Sunset Blvd. Pacific Palisades, CA, USA",34.0478848,-118.5264894,,Residential/Multi-Unit,,Private/Corporate,,,34.0413263,-118.5182387
491,Pat McCall Residence,1949.0,,None,1905-05-02 00:00:00,,"Tamaqua, Pennsylvania, USA",40.7973112,-75.9693707,,Residential/Single Family,Pat McCall,Private/Individual,,,40.7974296,-75.9696186
492,A. E. Abdun-Nur Residence,1947.0,,Before 1949,1905-04-30 00:00:00,,"Tarzana, CA, USA",34.1494848,-118.5506158,California rancho,Residential/Single Family,A. E. Abdun-Nur,Private/Individual,,,34.1688075,-118.5361198
493,Louis Cass Ranch House,1954.0,,1905-05-07 00:00:00,1905-05-07 00:00:00,,"Temecula, CA, USA",33.4936391,-117.1483648,Spanish Revival,Residential/Single Family,Louis Cass,Private/Individual,,,33.4946353,-117.1473661
494,Burt Wheeler Residence,1934.0,,None,1930s,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Burt Wheeler,Private/Individual,,,34.1521688,-118.3571417
495,Lloyd Bacon Residence,1934.0,,1905-04-17 00:00:00,None,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,Southern Colonial,Residential/Single Family,Luther M. Barrick (Original),Private/Individual,Cuenin,,34.1521688,-118.3571417
496,Gladys Lehman Residence,1937.0,,None,1905-04-20 00:00:00,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Gladys Lehman,Private/Individual,1958: Alterations for Morrell,,34.1521688,-118.3571417
497,Carl DeVries Residence,1939.0,,None,1905-04-22 00:00:00,,"Toluca Lake, CA, USA",34.1501794,-118.3549609,,Residential/Single Family,Carl DeVries,Private/Individual,,,34.1521688,-118.3571417
